"PaperID","Title","Authors","Abstract","SubmissionDate","OriginallyAnnounced","DOI"
"arXiv:2501.02526","Unified Guidance for Geometry-Conditioned Molecular Generation","Sirine Ayadi, Leon Hetzel, Johanna Sommer, Fabian Theis, Stephan Günnemann","Effectively designing molecular geometries is essential to advancing pharmaceutical innovations, a domain, which has experienced great attention through the success of generative models and, in particular, diffusion models. However, current molecular diffusion models are tailored towards a specific downstream task and lack adaptability. We introduce UniGuide, a framework for controlled geometric guidance of unconditional diffusion models that allows flexible conditioning during inference without the requirement of extra training or networks. We show how applications such as structure-based, fragment-based, and ligand-based drug design are formulated in the UniGuide framework and demonstrate on-par or superior performance compared to specialised models. Offering a more versatile approach, UniGuide has the potential to streamline the development of molecular generative models, allowing them to be readily used in diverse application scenarios.",2025-01-05,2025-01-05,"https://doi.org/10.48550/arXiv:2501.02526"
"arXiv:2501.02634","Optimal Inference of Asynchronous Boolean Network Models","Guy Karlebach","The network inference problem arises in biological research when one needs to quantitatively choose the best protein-interaction model for explaining a phenotype. The diverse nature of the data and nonlinear dynamics pose significant challenges in the search for the best methodology. In addition to balancing fit and model complexity, computational efficiency must be considered. In this paper, we present a novel approach that finds a solution that fits the observed dataset and otherwise a minimal number of unobserved datasets. We present algorithms for computing Boolean networks that optimally satisfy this criterion, and allow for asynchronicity network dynamics. Furthermore, we show that using our methodology a solution to the pseudo-time inference problem, which is pertinent to the analysis of single-cell data, can be intertwined with network inference. Results are described for real and simulated datasets.",2025-07-27,2025-01-05,"https://doi.org/10.48550/arXiv:2501.02634"
"arXiv:2501.02658","Beware of so-called 'good' correlations: a statistical reality check on individual mRNA-protein predictions","Romain-Daniel Gosselin","Research in the life sciences often employs messenger ribonucleic acids (mRNA) quantification as a standalone approach for functional analysis. However, although the correlation between the measured levels of mRNA and proteins is positive, correlation coefficients observed empirically are incomplete, necessitating caution in making agnostic inferences. This essay provides a statistical reflection and caveat on the concept of correlation strength in the context of transcriptomics-proteomics studies. It highlights the variability in possible protein levels at given empirical correlation values, even for precise mRNA amount, and underscores the notable proportion of mRNA-protein pairs with abundances at opposite ends of their respective distributions. Cell biologists, data scientists, and biostatisticians should recognise that mRNA-protein correlation alone is insufficient to justify using a single mRNA quantification to infer the amount or function of its corresponding protein.",2025-01-05,2025-01-05,"https://doi.org/10.48550/arXiv:2501.02658"
"arXiv:2501.02680","From thermodynamics to protein design: Diffusion models for biomolecule generation towards autonomous protein engineering","Wen-ran Li, Xavier F. Cadet, David Medina-Ortiz, Mehdi D. Davari, Ramanathan Sowdhamini, Cedric Damour, Yu Li, Alain Miranville, Frederic Cadet","Protein design with desirable properties has been a significant challenge for many decades. Generative artificial intelligence is a promising approach and has achieved great success in various protein generation tasks. Notably, diffusion models stand out for their robust mathematical foundations and impressive generative capabilities, offering unique advantages in certain applications such as protein design. In this review, we first give the definition and characteristics of diffusion models and then focus on two strategies: Denoising Diffusion Probabilistic Models and Score-based Generative Models, where DDPM is the discrete form of SGM. Furthermore, we discuss their applications in protein design, peptide generation, drug discovery, and protein-ligand interaction. Finally, we outline the future perspectives of diffusion models to advance autonomous protein design and engineering. The E(3) group consists of all rotations, reflections, and translations in three-dimensions. The equivariance on the E(3) group can keep the physical stability of the frame of each amino acid as much as possible, and we reflect on how to keep the diffusion model E(3) equivariant for protein generation.",2025-01-05,2025-01-05,"https://doi.org/10.48550/arXiv:2501.02680"
"arXiv:2501.02824","Proteomic Learning of Gamma-Aminobutyric Acid (GABA) Receptor-Mediated Anesthesia","Jian Jiang, Long Chen, Yueying Zhu, Yazhou Shi, Huahai Qiu, Bengong Zhang, Tianshou Zhou, Guo-Wei Wei","Anesthetics are crucial in surgical procedures and therapeutic interventions, but they come with side effects and varying levels of effectiveness, calling for novel anesthetic agents that offer more precise and controllable effects. Targeting Gamma-aminobutyric acid (GABA) receptors, the primary inhibitory receptors in the central nervous system, could enhance their inhibitory action, potentially reducing side effects while improving the potency of anesthetics. In this study, we introduce a proteomic learning of GABA receptor-mediated anesthesia based on 24 GABA receptor subtypes by considering over 4000 proteins in protein-protein interaction (PPI) networks and over 1.5 millions known binding compounds. We develop a corresponding drug-target interaction network to identify potential lead compounds for novel anesthetic design. To ensure robust proteomic learning predictions, we curated a dataset comprising 136 targets from a pool of 980 targets within the PPI networks. We employed three machine learning algorithms, integrating advanced natural language processing (NLP) models such as pretrained transformer and autoencoder embeddings. Through a comprehensive screening process, we evaluated the side effects and repurposing potential of over 180,000 drug candidates targeting the GABRA5 receptor. Additionally, we assessed the ADMET (absorption, distribution, metabolism, excretion, and toxicity) properties of these candidates to identify those with near-optimal characteristics. This approach also involved optimizing the structures of existing anesthetics. Our work presents an innovative strategy for the development of new anesthetic drugs, optimization of anesthetic use, and deeper understanding of potential anesthesia-related side effects.",2025-01-06,2025-01-06,"https://doi.org/10.48550/arXiv:2501.02824"
"arXiv:2501.02950","Key-value memory in the brain","Samuel J. Gershman, Ila Fiete, Kazuki Irie","Classical models of memory in psychology and neuroscience rely on similarity-based retrieval of stored patterns, where similarity is a function of retrieval cues and the stored patterns. While parsimonious, these models do not allow distinct representations for storage and retrieval, despite their distinct computational demands. Key-value memory systems, in contrast, distinguish representations used for storage (values) and those used for retrieval (keys). This allows key-value memory systems to optimize simultaneously for fidelity in storage and discriminability in retrieval. We review the computational foundations of key-value memory, its role in modern machine learning systems, related ideas from psychology and neuroscience, applications to a number of empirical puzzles, and possible biological implementations.",2025-03-04,2025-01-06,"https://doi.org/10.48550/arXiv:2501.02950"
"arXiv:2501.03044","Environmental Factors Can Have Opposite Biodiversity Influences on the Community Temporal Stability In Aquatic Ecosystems","Zihao Wen, Hang Shan, Hao Wang, Yu Cao, Liang He, Wenjing Ren, Chengjie Yin, Qingchuan Chou, Chaochao Lv, Haojie Su, Tao Tang, Qinghua Cai, Leyi Ni, Wen Xiao, Xiaolin Zhang, Kuanyi Li, Te Cao, Ming-Chih Chiu, Vincent H. Resh, Pablo Urrutia-Cordero","1. An understanding of how biodiversity confers ecosystem stability is crucial in managing ecosystems under major environmental changes. Multiple biodiversity drivers can stabilize ecosystem functions over time. However, we know little about how local environmental conditions can influence these biodiversity drivers, and consequently how they indirectly shape the ecological stability of ecosystems.2. We hypothesized that environmental factors can have opposite influences (i.e., not necessarily either positive or negative) on the temporal stability of communities in different environmental ranges depending on the biodiversity drivers involved. We tested this novel hypothesis by using data from a 4-year-long field study of submerged macrophyte across a water depth gradient in 8 heterogeneous bays of Erhai lake (with total sample size of 30,071 quadrats), a large lentic system in China.3. Results indicate that a unimodal pattern of stability in temporal biomass measurements occurred along the water-depth gradient, and that multiple biodiversity drivers (the asynchrony in species dynamics, and the stability of dominant species) generally increased the temporal stability of aquatic primary producers. However, the effect of water depth either increased or decreased the stability of biomass according to the environmental conditions associated with sites along the water depth gradient.4. Synthesis. These results reveal the influence of local environmental conditions on the biodiversity drivers of stability may help predict the functional consequences of biodiversity change across different scenarios of environmental change.",2025-01-06,2025-01-06,"https://doi.org/10.48550/arXiv:2501.03044"
"arXiv:2501.03051","Inverse receptive field attention for naturalistic image reconstruction from the brain","Lynn Le, Thirza Dado, Katja Seeliger, Paolo Papale, Antonio Lozano, Pieter Roelfsema, Yağmur Güçlütürk, Marcel van Gerven, Umut Güçlü","Visual perception in the brain largely depends on the organization of neuronal receptive fields. Although extensive research has delineated the coding principles of receptive fields, most studies have been constrained by their foundational assumptions. Moreover, while machine learning has successfully been used to reconstruct images from brain data, this approach faces significant challenges, including inherent feature biases in the model and the complexities of brain structure and function. In this study, we introduce an inverse receptive field attention (IRFA) model, designed to reconstruct naturalistic images from neurophysiological data in an end-to-end fashion. This approach aims to elucidate the tuning properties and representational transformations within the visual cortex. The IRFA model incorporates an attention mechanism that determines the inverse receptive field for each pixel, weighting neuronal responses across the visual field and feature spaces. This method allows for an examination of the dynamics of neuronal representations across stimuli in both spatial and feature dimensions. Our results show highly accurate reconstructions of naturalistic data, independent of pre-trained models. Notably, IRF models trained on macaque V1, V4, and IT regions yield remarkably consistent spatial receptive fields across different stimuli, while the features to which neuronal representations are selective exhibit significant variation. Additionally, we propose a data-driven method to explore representational clustering within various visual areas, further providing testable hypotheses.",2025-01-06,2025-01-06,"https://doi.org/10.48550/arXiv:2501.03051"
"arXiv:2501.03062","Digging into CTM's consciousness: A possible mechanism for CTM generating self-conscious","Shaoyang Cui, Shanglin Wu, Nikolai Madlener","Based on the former work Conscious Turing Machine, in this paper, we attempt to talk about the consciousness of CTM, dig deeper into the self-consciousness in CTM, offer a clear definition of it, and design a possible model of the Model-of-the-World processor. To prove the consciousness of CTM does exist, we chose two definitions of human consciousness and extracted four key points to see if the CTM framework meets with them. If it does, we affirm that it's more likely to be able to generate consciousness. About self-consciousness, our definition of it refers to both the definition of conscious awareness in CTM and former studies about the duality of self. After that, we give a brief introduction to a possible model of MoTW processors including five important parts: Modeling function, Gist function, Value function, Cache, and Long term memory. Finally, we use some illusions and disorders to explain our MotW processor model, trying to understand how these illusions work on a CTM.",2024-10-22,2024-10-22,"https://doi.org/10.48550/arXiv:2501.03062"
"arXiv:2501.03241","Quantum Models of Consciousness from a Quantum Information Science Perspective","Lea Gassab, Onur Pusuluk, Marco Cattaneo, Özgür E. Müstecaplıoğlu","This perspective explores various quantum models of consciousness from the viewpoint of quantum information science, offering potential ideas and insights. The models under consideration can be categorized into three distinct groups based on the level at which quantum mechanics might operate within the brain: those suggesting that consciousness arises from electron delocalization within microtubules inside neurons, those proposing it emerges from the electromagnetic field surrounding the entire neural network, and those positing it originates from the interactions between individual neurons governed by neurotransmitter molecules. Our focus is particularly on the Posner model of cognition, for which we provide preliminary calculations on the preservation of entanglement of phosphate molecules within the geometric structure of Posner clusters. These findings provide valuable insights into how quantum information theory can enhance our understanding of brain functions.",2025-11-17,2024-12-20,"https://doi.org/10.48550/arXiv:2501.03241"
"arXiv:2501.03246","Bridging Auditory Perception and Language Comprehension through MEG-Driven Encoding Models","Matteo Ciferri, Matteo Ferrante, Nicola Toschi","Understanding the neural mechanisms behind auditory and linguistic processing is key to advancing cognitive neuroscience. In this study, we use Magnetoencephalography (MEG) data to analyze brain responses to spoken language stimuli. We develop two distinct encoding models: an audio-to-MEG encoder, which uses time-frequency decompositions (TFD) and wav2vec2 latent space representations, and a text-to-MEG encoder, which leverages CLIP and GPT-2 embeddings. Both models successfully predict neural activity, demonstrating significant correlations between estimated and observed MEG signals. However, the text-to-MEG model outperforms the audio-based model, achieving higher Pearson Correlation (PC) score. Spatially, we identify that auditory-based embeddings (TFD and wav2vec2) predominantly activate lateral temporal regions, which are responsible for primary auditory processing and the integration of auditory signals. In contrast, textual embeddings (CLIP and GPT-2) primarily engage the frontal cortex, particularly Broca's area, which is associated with higher-order language processing, including semantic integration and language production, especially in the 8-30 Hz frequency range. The strong involvement of these regions suggests that auditory stimuli are processed through more direct sensory pathways, while linguistic information is encoded via networks that integrate meaning and cognitive control. Our results reveal distinct neural pathways for auditory and linguistic information processing, with higher encoding accuracy for text representations in the frontal regions. These insights refine our understanding of the brain's functional architecture in processing auditory and textual information, offering quantitative advancements in the modelling of neural responses to complex language stimuli.",2024-12-22,2024-12-22,"https://doi.org/10.48550/arXiv:2501.03246"
"arXiv:2501.03247","A sub-Riemannian model of neural states in the primary motor cortex","Caterina Mazzetti, Jawad Ali, Alessandro Sarti, Giovanna Citti","We develop a neurogeometric model for the arm area of motor cortex, which encodes complex motor primitives, ranging from simple movement features like movement direction, to short hand trajectories, termed fragments, and ultimately to more complex patterns known as neural states (Georgopoulos, Hatsopoulos, Kadmon-Harpaz et al). Based on the sub-riemannian framework introduced in 2023, we model the space of fragments as a set of short curves defined by kinematic parameters. We then introduce a geometric kernel that serves as a model for cortical connectivity and use it in a differential equation to describe cortical activity. By applying a grouping algorithm to this cortical activity model, we successfully recover the neural states observed in Kadmon-Harpaz et al, which were based on measured cortical activity. This confirms that the choice of kinematic variables and the distance metric used here are sufficient to explain the phenomena of neural state formation. The modularity of our model reflects the brain's hierarchical structure, where initial groupings in the kinematic space $\mathcal{M}$ lead to more abstract representations. This approach mimics how the brain processes stimuli at different scales, extracting both local and global properties.",2025-09-20,2024-12-22,"https://doi.org/10.48550/arXiv:2501.03247"
"arXiv:2501.03428","Fractional modelling of COVID-19 transmission incorporating asymptomatic and super-spreader individuals","Moein Khalighi, Leo Lahti, Faïçal Ndaïrou, Peter Rashkov, Delfim F. M. Torres","The COVID-19 pandemic has presented unprecedented challenges worldwide, necessitating effective modelling approaches to understand and control its transmission dynamics. In this study, we propose a novel approach that integrates asymptomatic and super-spreader individuals in a single compartmental model. We highlight the advantages of utilizing incommensurate fractional order derivatives in ordinary differential equations, including increased flexibility in capturing disease dynamics and refined memory effects in the transmission process. We conduct a qualitative analysis of our proposed model, which involves determining the basic reproduction number and analysing the disease-free equilibrium's stability. By fitting the proposed model with real data from Portugal and comparing it with existing models, we demonstrate that the incorporation of supplementary population classes and fractional derivatives significantly improves the model's goodness of fit. Sensitivity analysis further provides valuable insights for designing effective strategies to mitigate the spread of the virus.",2025-01-08,2025-01-06,"https://doi.org/10.48550/arXiv:2501.03428"
"arXiv:2501.03682","Asymmetric Variability: The Impact of Uneven Stochasticity on Competitive Dynamics","Ori Turkia, Nadav M. Shnerb","Competition between species and genotypes is a dominant factor in a variety of ecological and evolutionary processes. Biological dynamics are typically highly stochastic, and therefore, analyzing a competitive system requires accounting for the random nature of birth and death processes (demographic stochasticity) as well as the variability of external conditions (environmental stochasticity). Recent studies have highlighted the importance of species life history, showing that differences in life history lead competing species to experience different levels of demographic stochasticity. Here, we propose a simple model of two-species competition with different life histories and derive analytical expressions for various properties (fixation probability, fixation time, absorption time, probability density) under a wide range of conditions, including migration, selection, and environmental stochasticity. These properties provide insights into the long-term outcomes of competition, such as species persistence, extinction risks, and the influence of environmental variability on the evenness of the community.",2025-01-08,2025-01-07,"https://doi.org/10.48550/arXiv:2501.03682"
"arXiv:2501.03687","Run-and-tumble chemotaxis using reinforcement learning","Ramesh Pramanik, Shradha Mishra, Sakuntala Chatterjee","Bacterial cells use run-and-tumble motion to climb up attractant concentration gradient in their environment. By extending the uphill runs and shortening the downhill runs the cells migrate towards the higher attractant zones. Motivated by this, we formulate a reinforcement learning (RL) algorithm where an agent moves in one dimension in the presence of an attractant gradient. The agent can perform two actions: either persistent motion in the same direction or reversal of direction. We assign costs for these actions based on the recent history of the agent's trajectory. We ask the question: which RL strategy works best in different types of attractant environment. We quantify efficiency of the RL strategy by the ability of the agent (a) to localize in the favorable zones after large times, and (b) to learn about its complete environment. Depending on the attractant profile and the initial condition, we find an optimum balance is needed between exploration and exploitation to ensure the most efficient performance.",2025-01-07,2025-01-07,"https://doi.org/10.48550/arXiv:2501.03687"
"arXiv:2501.03741","Neural encoding with affine feature response transforms","Lynn Le, Nils Kimman, Thirza Dado, Katja Seeliger, Paolo Papale, Antonio Lozano, Pieter Roelfsema, Marcel van Gerven, Yağmur Güçlütürk, Umut Güçlü","Current linearizing encoding models that predict neural responses to sensory input typically neglect neuroscience-inspired constraints that could enhance model efficiency and interpretability. To address this, we propose a new method called affine feature response transform (AFRT), which exploits the brain's retinotopic organization. Applying AFRT to encode multi-unit activity in areas V1, V4, and IT of the macaque brain, we demonstrate that AFRT reduces redundant computations and enhances the performance of current linearizing encoding models by segmenting each neuron's receptive field into an affine retinal transform, followed by a localized feature response. Remarkably, by factorizing receptive fields into a sequential affine component with three interpretable parameters (for shifting and scaling) and response components with a small number of feature weights per response, AFRT achieves encoding with orders of magnitude fewer parameters compared to unstructured models. We show that the retinal transform of each neuron's encoding agrees well with the brain's receptive field. Together, these findings suggest that this new subset within spatial transformer network can be instrumental in neural encoding models of naturalistic stimuli.",2025-01-07,2025-01-07,"https://doi.org/10.48550/arXiv:2501.03741"
"arXiv:2501.03923","Explainable AI model reveals disease-related mechanisms in single-cell RNA-seq data","Mohammad Usman, Olga Varea, Petia Radeva, Josep Canals, Jordi Abante, Daniel Ortiz","Neurodegenerative diseases (NDDs) are complex and lack effective treatment due to their poorly understood mechanism. The increasingly used data analysis from Single nucleus RNA Sequencing (snRNA-seq) allows to explore transcriptomic events at a single cell level, yet face challenges in interpreting the mechanisms underlying a disease. On the other hand, Neural Network (NN) models can handle complex data to offer insights but can be seen as black boxes with poor interpretability. In this context, explainable AI (XAI) emerges as a solution that could help to understand disease-associated mechanisms when combined with efficient NN models. However, limited research explores XAI in single-cell data. In this work, we implement a method for identifying disease-related genes and the mechanistic explanation of disease progression based on NN model combined with SHAP. We analyze available Huntington's disease (HD) data to identify both HD-altered genes and mechanisms by adding Gene Set Enrichment Analysis (GSEA) comparing two methods, differential gene expression analysis (DGE) and NN combined with SHAP approach. Our results show that DGE and SHAP approaches offer both common and differential sets of altered genes and pathways, reinforcing the usefulness of XAI methods for a broader perspective of disease.",2025-01-07,2025-01-07,"https://doi.org/10.48550/arXiv:2501.03923"
"arXiv:2501.04056","Advances in RNA secondary structure prediction and RNA modifications: Methods, data, and applications","Shu Yang, Nhat Truong Pham, Ziyang Li, Jae Young Baik, Joseph Lee, Tianhua Zhai, Weicheng Yu, Bojian Hou, Tianqi Shang, Weiqing He, Duy Duong-Tran, Mayur Naik, Li Shen","Due to the hierarchical organization of RNA structures and their pivotal roles in fulfilling RNA functions, the formation of RNA secondary structure critically influences many biological processes and has thus been a crucial research topic. This review sets out to explore the computational prediction of RNA secondary structure and its connections to RNA modifications, which have emerged as an active domain in recent years. We first examine the progression of RNA secondary structure prediction methodology, focusing on a set of representative works categorized into thermodynamic, comparative, machine learning, and hybrid approaches. Next, we survey the advances in RNA modifications and computational methods for identifying RNA modifications, focusing on the prominent modification types. Subsequently, we highlight the interplay between RNA modifications and secondary structures, emphasizing how modifications such as m6A dynamically affect RNA folding and vice versa. In addition, we also review relevant data sources and provide a discussion of current challenges and opportunities in the field. Ultimately, we hope our review will be able to serve as a cornerstone to aid in the development of innovative methods for this emerging topic and foster therapeutic applications in the future.",2025-01-07,2025-01-07,"https://doi.org/10.48550/arXiv:2501.04056"
"arXiv:2502.00049","FORTE: An Open-Source System for Cost-Effective and Scalable Environmental Monitoring","Zoe Pfister, Michael Vierhauser, Alzbeta Medvedova, Marie Schroeder, Markus Rampp, Adrian Kronenberg, Albin Hammerle, Georg Wohlfahrt, Alexandra Jäger, Ruth Breu, Alois Simon","Forests are an essential part of our biosphere, regulating climate, acting as a sink for greenhouse gases, and providing numerous other ecosystem services. However, they are negatively impacted by climatic stressors such as drought or heat waves. In this paper, we introduce FORTE, an open-source system for environmental monitoring with the aim of understanding how forests react to such stressors. It consists of two key components: (1) a wireless sensor network (WSN) deployed in the forest for data collection, and (2) a Data Infrastructure for data processing, storage, and visualization. The WSN contains a Central Unit capable of transmitting data to the Data Infrastructure via LTE-M and several spatially independent Satellites that collect data over large areas and transmit them wirelessly to the Central Unit. Our prototype deployments show that our solution is cost-effective compared to commercial solutions, energy-efficient with sensor nodes lasting for several months on a single charge, and reliable in terms of data quality. FORTE's flexible architecture makes it suitable for a wide range of environmental monitoring applications beyond forest monitoring. The contributions of this paper are three-fold. First, we describe the high-level requirements necessary for developing an environmental monitoring system. Second, we present an architecture and prototype implementation of the requirements by introducing our FORTE platform and demonstrating its effectiveness through multiple field tests. Lastly, we provide source code, documentation, and hardware design artifacts as part of our open-source repository.",2025-01-28,2025-01-28,"https://doi.org/10.48550/arXiv:2502.00049"
"arXiv:2502.00065","Blood Glucose Level Prediction in Type 1 Diabetes Using Machine Learning","Soon Jynn Chu, Nalaka Amarasiri, Sandesh Giri, Priyata Kafle","Type 1 Diabetes is a chronic autoimmune condition in which the immune system attacks and destroys insulin-producing beta cells in the pancreas, resulting in little to no insulin production. Insulin helps glucose in your blood enter your muscle, fat, and liver cells so they can use it for energy or store it for later use. If insulin is insufficient, it causes sugar to build up in the blood and leads to serious health problems. People with Type 1 Diabetes need synthetic insulin every day. In diabetes management, continuous glucose monitoring is an important feature that provides near real-time blood glucose data. It is useful in deciding the synthetic insulin dose. In this research work, we used machine learning tools, deep neural networks, deep reinforcement learning, and voting and stacking regressors to predict blood glucose levels at 30-min time intervals using the latest DiaTrend dataset. Predicting blood glucose levels is useful in better diabetes management systems. The trained models were compared using several evaluation metrics. Our evaluation results demonstrate the performance of various models across different glycemic conditions for blood glucose prediction. The source codes of this work can be found in: this https URL",2025-01-30,2025-01-30,"https://doi.org/10.48550/arXiv:2502.00065"
"arXiv:2502.00410","Effects and biological consequences of the predator-mediated apparent competition I: ODE models","Yuan Lou, Weirun Tao, Zhi-An Wang","This paper is devoted to investigating the effects and biological consequences of the predator-mediated apparent competition based on a two prey species (one is native and the other is invasive) and one predator model with Holling type I and II functional response functions. Through the analytical results and case studies alongside numerical simulations, we find that the initial mass of the invasive prey species, capture rates of prey species, and the predator's mortality rate are all important factors determining the success/failure of invasions and the species coexistence/extinction. The global dynamics can be completely classified for the Holling type I functional response function, but can only be partially determined for the Holling type II functional response function. For the Holling type I response function, we find that whether the invasive prey species can successfully invade to promote the predator-mediated apparent competition is entirely determined by the capture rates of prey species. If the Holling type II response function is applied, then the dynamics are more complicated. First, if two prey species have the same ecological characteristics, then the initial mass of the invasive prey species is the key factor determining the success/failure of the invasion and hence the effect of the predator-mediated apparent competition. Whereas if two prey species have different ecological characteristics, say different capture rates, then the success of the invasion no longer depends on the initial mass of the invasive prey species, but on the capture rates. In all cases, if the invasion succeeds, then the predator-mediated apparent competition's effectiveness essentially depends on the predator's mortality rate.",2025-02-01,2025-02-01,"https://doi.org/10.48550/arXiv:2502.00410"
"arXiv:2502.00508","PyMOLfold: Interactive Protein and Ligand Structure Prediction in PyMOL","Colby T. Ford, Samee Ullah, Dinler Amaral Antunes, Tarsis Gesteira Ferreira","PyMOLfold is a flexible and open-source plugin designed to seamlessly integrate AI-based protein structure prediction and visualization within the widely used PyMOL molecular graphics system. By leveraging state-of-the-art protein folding models such as ESM3, Boltz-1, and Chai-1, PyMOLfold allows researchers to directly predict protein tertiary structures from amino acid sequences without requiring external tools or complex workflows. Furthermore, with certain models, users can provide a SMILES string of a ligand and have the small molecule placed in the protein structure. This unique capability bridges the gap between computational folding and structural visualization, enabling users to input a primary sequence, perform a folding prediction, and immediately explore the resulting 3D structure within the same intuitive platform.",2025-02-01,2025-02-01,"https://doi.org/10.48550/arXiv:2502.00508"
"arXiv:2502.00647","On an RNA-membrane protogenome","Michael Yarus","Selected ribonucleotide sequences bind well to zwitterionic phospholipid bilayer membranes, though randomized RNAs do not. There are no evident repeated sequences in selected membrane binding RNAs. This implies small and varied motifs responsible for membrane affinity. Such subsequences have been partially defined. Bound RNAs require divalents like Mg2+ and/or Ca2+, preferring more ordered phospholipids: gel, ripple or rafted membranes, in that order. RNAs also bind and stabilize bilayers that are bent or sharply deformed. In contrast, RNA binding without divalents extends to negatively charged membranes formed from simpler anionic phospholipids, and to plausibly prebiotic fatty acid bilayers. RNA-membranes also retain RNA function, such as base pairing, passive transport of tryptophan, specific affinity for peptide side chains, like arginine, and catalysis by ribozymic ligase. Multiple membrane-bound RNAs with biochemical functions, linked by specific base-pairing are readily constructed. Given these experimental facts, genetic effects seem plausible. RNA functions often reside in few nucleotides, and are easily joined in a small RNA. Base-paired groups of these can evolve to be purposeful, joining related RNA functions. Such RNA groups permit complex genome functions, but require only replication of short RNAs. RNA-membranes facilitate accurate RNA segregation at cell division, and quickly evolve by appending new base-paired functions. Thus, ancient RNA-membranes could act as a protogenome, supporting orderly encoded RNA expression, inheritance and evolution before DNA and the DNA genome.",2025-01-17,2025-01-17,"https://doi.org/10.48550/arXiv:2502.00647"
"arXiv:2502.00696","Comprehensive Analysis of Bioactive Peptides from Cuminum cyminum L. Seeds: Sequence Identification and Pharmacological Evaluation","Ermatov Ismoil, Sumairemu subuer, Rena awuti, Haili qian Taurtaihon, Ahmidin wali, Yasen Mijiti","Cuminum cyminum L. (cumin) is a medicinal and edible plant widely used in traditional Chinese medicine (TCM) for treating various ailments, including diarrhea, abdominal pain, inflammation, asthma, and diabetes. While previous research has primarily focused on its essential oils, studies on its protein-derived bioactive peptides remain limited. In this study, we employed an innovative extraction method to isolate peptides from cumin seeds for the first time and screened their biological activities, revealing significant antimicrobial, antioxidant, and hypoglycemic properties. Guided by bioactivity, we utilized advanced separation and structural identification techniques, including Matrix-Assisted Laser Desorption/Ionization Time-of-Flight Mass Spectrometry (MALDI-TOF/TOF MS/MS), to systematically purify and characterize cumin-derived peptides. A total of 479 unique peptide sequences were identified using Mascot software and the SwissProt/UniProt_Bos databases. Among these, 15 highly bioactive peptides were selected for further analysis based on bioactivity and toxicity predictions using PeptideRanker and ToxinPred. Structural characterization revealed key features, such as {\alpha}-helices and \b{eta}-sheets, associated with their multifunctional activities. This study provides the first comprehensive analysis of bioactive peptides from Cuminum cyminum L. seeds, elucidating their potential as antimicrobial, antioxidant, and hypoglycemic agents. These findings not only clarify the pharmacological basis of cumin's traditional uses but also lay a theoretical foundation for the development of novel therapeutic agents from this medicinal plant.",2025-02-02,2025-02-02,"https://doi.org/10.48550/arXiv:2502.00696"
"arXiv:2502.00721","A Turing Test for Artificial Nets devoted to model Human Vision","Jorge Vila-Tomás, Pablo Hernández-Cámara, Qiang Li, Valero Laparra, Jesús Malo","In our invited talk at the AI Evaluation Workshop of the University of Bristol back in June 2022 we argued that, despite claims about successful modeling of the visual brain using ANNs, the problem is far from being solved (even for low-level vision). Open issues include: where should we read from ANNs to reproduce human behavior?, this ad-hoc read-out is part of the brain model or not?, should we use artificial psychophysics or artificial physiology?, artificial experiments should literally match the experiments in humans?. There is a clear need of rigorous procedures for experimental tests for ANNs models of the visual brain, and more generally, to understand ANNs devoted to generic vision tasks. Following our experience in using low-level facts from Visual Neuroscience in Image Processing, we presented the idea of developing a low-level dataset compiling the basic spatio-temporal and chromatic facts that are known to happen in the retina-V1 pathway, and they are not currently available in existing databases such as BrainScore. In our results we checked the behavior of three recently proposed models with similar architecture: (1) A parametric model tuned via Maximum Differentiation [Malo & Simoncelli SPIE 15, Martinez et al. PLOS 18, Martinez et al. Front. Neurosci. 19], (2) A non-parametric model, the PerceptNet, tuned to maximize the correlation with human opinion on subjective distortions [Hepburn et al. IEEE ICIP 20], and (3) A model with the same encoder as PerceptNet, but tuned for segmentation (published later as Hernandez-Camara et al. this http URL. 23, Hernandez-Camara et al. Neurocomp. 25). Results on 10 compelling psycho/physio visual facts show that the first model is the one with closer behavior to the humans in terms of receptive fields, but more interestingly, on the nonlinear behavior for spatio-chromatic patterns of a range of luminances and contrasts.",2025-07-11,2025-02-02,"https://doi.org/10.48550/arXiv:2502.00721"
